date,time,booking_id,booking_status,customer_id,vehicle_type,pickup_location,drop_location,avg_vtat,avg_ctat,cancelled_rides_by_customer,reason_for_cancelling_by_customer,cancelled_rides_by_driver,reason_for_cancelling_by_driver,incomplete_rides,incomplete_rides_reason,booking_value,ride_distance,driver_ratings,customer_rating,Payment_Method
2024-02-24,01:23:00,CNR3150443305,"Driver Not Found",454577,Auto,"Area 37","Area 3",0,0,0,,0,,0,,401,0,0,0,Cash
2024-02-04,23:09:00,CNR5544932184,"Driver Not Found",420896,Auto,"Area 32","Area 16",0,0,0,,0,,0,,374,0,0,0,Cash
2024-02-29,15:00:00,CNR8179018767,Success,753582,Auto,"Area 47","Area 34",11.2352,10.6803,0,,0,,0,,442,14.88,3.2,3.8,UPI
2024-02-26,23:12:00,CNR5239215469,Success,825160,"Prime Sedan","Area 10","Area 47",10.0585,6.45295,0,,0,,0,,720,8.3,3.7,4.9,UPI
2024-02-03,08:32:00,CNR3561583702,Success,311765,"Prime Plus","Area 7","Area 25",14.1666,6.40119,0,,0,,0,,338,15.27,5,3.6,UPI
2024-02-19,11:36:00,CNR3179035749,"Cancelled By Driver",423556,"Prime SUV","Area 8","Area 21",0,0,0,,1,"The customer was coughing/sick",0,,177,0,0,0,Cash
2024-02-28,16:01:00,CNR6253332649,Success,323862,Mini,"Area 29","Area 22",8.60408,24.745,0,,0,,0,,433,11.27,4.7,4.6,Cash
2024-02-14,15:50:00,CNR4121281153,Success,817587,eBike,"Area 31","Area 28",8.09618,15.3463,0,,0,,0,,933,17.64,4.4,3,UPI
2024-02-15,02:58:00,CNR5456348436,"Cancelled By Driver",186837,Mini,"Area 39","Area 47",0,0,0,,1,"More than permitted people in there",0,,766,0,0,0,UPI
2024-02-17,17:45:00,CNR9135778316,Success,293640,"Prime Sedan","Area 31","Area 22",7.58535,17.9364,0,,0,,0,,388,10.51,3.1,3,UPI
2024-02-27,00:01:00,CNR1461992772,"Cancelled By Driver",133572,Bike,"Area 45","Area 32",0,0,0,,1,"The customer was coughing/sick",0,,109,0,0,0,UPI
2024-02-21,10:33:00,CNR8885754378,Success,977225,eBike,"Area 48","Area 9",3.34025,17.2372,0,,0,,0,,889,18.84,4.7,4.4,UPI
2024-02-20,08:00:00,CNR3153130128,"Driver Not Found",131116,Mini,"Area 46","Area 10",0,0,0,,0,,0,,117,0,0,0,Card
2024-02-05,02:27:00,CNR5954539175,Success,155483,Mini,"Area 28","Area 24",5.82154,9.64849,0,,0,,0,,645,6.93,3.7,4.6,Card
2024-02-13,07:44:00,CNR6596793626,Success,386946,"Prime Plus","Area 29","Area 30",6.1822,9.46228,0,,0,,0,,775,18.77,3.3,4.9,Cash
2024-02-03,19:44:00,CNR6431319719,Success,404855,"Prime Plus","Area 20","Area 2",9.64128,16.3136,0,,0,,0,,320,24.19,3.5,3.6,Card
2024-02-12,19:59:00,CNR4202706506,"Driver Not Found",316781,"Prime Plus","Area 31","Area 45",0,0,0,,0,,0,,931,0,0,0,Cash
2024-02-24,00:49:00,CNR1294700360,"Cancelled By Driver",917202,Bike,"Area 29","Area 23",0,0,0,,1,"Personal & Car related issues",0,,267,0,0,0,UPI
2024-02-18,08:06:00,CNR4810650185,Success,945850,"Prime Sedan","Area 48","Area 4",12.0669,6.88213,0,,0,,1,"Customer Demand",317,7,3.3,3.9,UPI
2024-02-23,17:36:00,CNR9710226411,"Driver Not Found",537665,"Prime Sedan","Area 4","Area 8",0,0,0,,0,,0,,336,0,0,0,Cash
2024-02-23,02:29:00,CNR9909252763,Success,588346,"Prime SUV","Area 13","Area 44",11.6382,9.55825,0,,0,,0,,149,8.97,4.7,3.8,UPI
2024-02-05,17:34:00,CNR9226108301,Success,951941,"Prime SUV","Area 33","Area 32",9.08337,12.4938,0,,0,,0,,762,3.04,3.7,3.9,Card
2024-02-26,11:04:00,CNR6356301590,"Cancelled by Customer",544414,Auto,"Area 47","Area 44",0,0,1,"Driver asked to cancel",0,,0,,310,0,0,0,UPI
2024-02-05,03:06:00,CNR8198006140,"Cancelled By Driver",170083,Bike,"Area 37","Area 19",0,0,0,,1,"Customer related issue",0,,746,0,0,0,Cash
2024-02-04,14:32:00,CNR8506651100,Success,408416,"Prime SUV","Area 15","Area 27",7.8462,7.79468,0,,0,,0,,868,10.17,3,3.7,UPI
2024-02-21,01:45:00,CNR8062919669,"Driver Not Found",740074,Mini,"Area 36","Area 4",0,0,0,,0,,0,,446,0,0,0,Card
2024-02-12,04:43:00,CNR9907297376,"Cancelled By Driver",179993,Bike,"Area 14","Area 38",0,0,0,,1,"More than permitted people in there",0,,391,0,0,0,Cash
2024-02-08,23:57:00,CNR1005337780,"Driver Not Found",305646,eBike,"Area 20","Area 25",0,0,0,,0,,0,,888,0,0,0,UPI
2024-02-27,18:48:00,CNR1695681166,Success,240740,Mini,"Area 31","Area 47",12.9237,7.42262,0,,0,,0,,695,11.77,3.1,4.4,UPI
2024-02-22,13:38:00,CNR1252154499,"Cancelled By Driver",503321,Auto,"Area 30","Area 20",0,0,0,,1,"The customer was coughing/sick",0,,138,0,0,0,Cash
2024-02-15,21:01:00,CNR3560018126,Success,996635,Mini,"Area 20","Area 49",9.85268,24.182,0,,0,,0,,140,16.61,4.1,4.3,UPI
2024-02-17,17:45:00,CNR3944050280,"Driver Not Found",991689,eBike,"Area 48","Area 4",0,0,0,,0,,0,,217,0,0,0,UPI
2024-02-19,23:39:00,CNR7196764886,Success,930817,Bike,"Area 46","Area 50",8.5098,13.5368,0,,0,,0,,238,5.91,4.7,4.8,Cash
2024-02-15,17:37:00,CNR3342693258,Success,580375,Bike,"Area 29","Area 28",7.60996,20.05,0,,0,,0,,434,12.09,3.7,4.5,Cash
2024-02-05,04:55:00,CNR1572685616,Success,228104,Mini,"Area 32","Area 46",12.8367,19.1761,0,,0,,0,,969,12.54,3.5,3.6,UPI
2024-02-11,01:20:00,CNR3832266154,"Cancelled By Driver",286888,Bike,"Area 4","Area 41",0,0,0,,1,"Personal & Car related issues",0,,241,0,0,0,Card
2024-02-06,16:41:00,CNR7232935724,Success,426307,Bike,"Area 48","Area 38",10.7433,10.2238,0,,0,,0,,214,19.64,4.9,5,Cash
2024-02-08,18:17:00,CNR7522979532,Success,475046,"Prime SUV","Area 24","Area 36",3.35766,10.1329,0,,0,,0,,104,12.54,3.8,3.4,Card
2024-02-27,23:01:00,CNR7433130022,Success,379573,"Prime Sedan","Area 9","Area 20",7.59316,22.8474,0,,0,,0,,763,3.78,4.7,3,Card
2024-02-01,14:41:00,CNR9924176694,Success,314401,"Prime Plus","Area 21","Area 21",4.87638,15.0151,0,,0,,0,,851,6.54,4.9,4.5,Cash
2024-02-11,21:24:00,CNR9617022153,Success,770562,Auto,"Area 31","Area 27",6.69139,24.964,0,,0,,0,,276,10.9,4.2,3.7,UPI
2024-02-18,11:10:00,CNR1353994583,"Cancelled by Customer",817292,"Prime Plus","Area 12","Area 48",0,0,1,"AC is not working",0,,0,,259,0,0,0,UPI
2024-02-25,02:45:00,CNR7701856266,Success,698482,"Prime Plus","Area 46","Area 26",9.17008,21.5692,0,,0,,0,,436,20.84,4.5,4.9,UPI
2024-02-01,14:46:00,CNR7136662590,Success,950337,Bike,"Area 2","Area 30",11.3912,17.3599,0,,0,,0,,746,18.12,4,3,Cash
2024-02-02,01:48:00,CNR7096386979,Success,418999,eBike,"Area 48","Area 18",6.7846,11.9382,0,,0,,0,,364,15.22,4,4.4,UPI
2024-02-08,06:49:00,CNR4942547369,"Driver Not Found",365666,Bike,"Area 18","Area 30",0,0,0,,0,,0,,144,0,0,0,Cash
2024-02-15,19:13:00,CNR3705871540,"Driver Not Found",483494,eBike,"Area 19","Area 21",0,0,0,,0,,0,,366,0,0,0,UPI
2024-02-24,14:32:00,CNR3297554359,Success,311641,Auto,"Area 18","Area 37",6.2872,10.3026,0,,0,,0,,316,23.35,4.1,4.5,Card
2024-02-21,20:46:00,CNR2924584988,Success,412719,Mini,"Area 33","Area 8",3.91659,8.85102,0,,0,,0,,167,8.27,4.2,3.3,Cash
2024-02-23,02:56:00,CNR2262773162,"Cancelled by Customer",510200,"Prime SUV","Area 14","Area 4",0,0,1,"AC is not working",0,,0,,478,0,0,0,Cash
2024-02-28,08:02:00,CNR4528814819,"Cancelled By Driver",774678,"Prime SUV","Area 15","Area 36",0,0,0,,1,"Customer related issue",0,,361,0,0,0,Cash
2024-02-24,23:47:00,CNR4111221457,"Cancelled By Driver",936433,Bike,"Area 27","Area 33",0,0,0,,1,"Customer related issue",0,,200,0,0,0,Cash
2024-02-27,06:53:00,CNR3031357858,Success,947959,Mini,"Area 17","Area 11",10.3052,19.5787,0,,0,,0,,356,12.72,3.5,4.6,Card
2024-02-20,12:00:00,CNR6237500354,"Driver Not Found",186602,"Prime Plus","Area 21","Area 11",0,0,0,,0,,0,,275,0,0,0,Cash
2024-02-08,06:02:00,CNR9185687559,"Driver Not Found",832995,"Prime Sedan","Area 37","Area 19",0,0,0,,0,,0,,480,0,0,0,Cash
2024-02-16,04:07:00,CNR7411638613,Success,992850,eBike,"Area 36","Area 14",8.88033,18.4367,0,,0,,0,,103,3.95,4.7,4.1,Cash
2024-02-26,14:07:00,CNR6036793019,Success,426580,"Prime Sedan","Area 14","Area 48",5.19447,7.39578,0,,0,,0,,214,4,4.5,3.4,Cash
2024-02-18,05:33:00,CNR4776474169,"Cancelled By Driver",930224,"Prime Plus","Area 14","Area 23",0,0,0,,1,"Customer related issue",0,,731,0,0,0,Card
2024-02-22,04:41:00,CNR1926473869,"Cancelled By Driver",784075,Mini,"Area 3","Area 6",0,0,0,,1,"The customer was coughing/sick",0,,188,0,0,0,UPI
2024-02-27,14:26:00,CNR5951379661,Success,269969,Mini,"Area 1","Area 50",12.0707,20.9436,0,,0,,0,,306,16.37,4.9,4.7,UPI
2024-02-11,19:27:00,CNR9268057188,"Cancelled By Driver",489537,Bike,"Area 3","Area 39",0,0,0,,1,"More than permitted people in there",0,,475,0,0,0,UPI
2024-02-29,08:44:00,CNR8693838423,Success,916805,Bike,"Area 22","Area 8",13.0093,23.3183,0,,0,,0,,838,7.44,4.7,4.6,UPI
2024-02-03,05:15:00,CNR2404094868,Success,517011,Mini,"Area 43","Area 33",3.40689,12.2963,0,,0,,1,"Vehicle Breakdown",180,7.59,3.5,3.2,Card
2024-02-10,10:33:00,CNR3564591422,"Cancelled by Customer",763049,Auto,"Area 45","Area 11",0,0,1,"Driver asked to cancel",0,,0,,264,0,0,0,Cash
2024-02-09,17:58:00,CNR6819457587,"Cancelled By Driver",259253,"Prime Plus","Area 27","Area 43",0,0,0,,1,"More than permitted people in there",0,,556,0,0,0,Cash
2024-02-08,21:19:00,CNR5340418958,Success,896957,eBike,"Area 45","Area 27",6.32389,24.1049,0,,0,,0,,672,7.78,3.9,3.3,UPI
2024-02-08,21:17:00,CNR9207590897,Success,779022,"Prime Plus","Area 34","Area 26",11.1762,23.8156,0,,0,,0,,455,6.24,3.4,3.2,Cash
2024-02-14,01:58:00,CNR7015416930,"Cancelled By Driver",575382,eBike,"Area 39","Area 10",0,0,0,,1,"The customer was coughing/sick",0,,4835,0,0,0,Card
2024-02-17,14:18:00,CNR3339878265,"Cancelled By Driver",456489,"Prime SUV","Area 50","Area 33",0,0,0,,1,"More than permitted people in there",0,,983,0,0,0,Cash
2024-02-14,21:35:00,CNR4096465010,Success,562595,Mini,"Area 2","Area 50",14.4062,14.1263,0,,0,,0,,797,16.89,4.4,4.3,UPI
2024-02-28,01:07:00,CNR5808937524,"Driver Not Found",373324,Auto,"Area 17","Area 13",0,0,0,,0,,0,,750,0,0,0,Cash
2024-02-16,22:07:00,CNR1993420005,"Cancelled By Driver",874085,Bike,"Area 22","Area 6",0,0,0,,1,"Customer related issue",0,,201,0,0,0,Cash
2024-02-18,16:40:00,CNR1946293704,"Cancelled By Driver",167579,"Prime Plus","Area 45","Area 27",0,0,0,,1,"The customer was coughing/sick",0,,720,0,0,0,UPI
2024-02-24,21:57:00,CNR1261255877,Success,244007,Auto,"Area 30","Area 50",4.40485,24.889,0,,0,,0,,343,21.08,3.7,3,UPI
2024-02-21,12:03:00,CNR5118062191,"Cancelled By Driver",680251,Mini,"Area 37","Area 28",0,0,0,,1,"The customer was coughing/sick",0,,492,0,0,0,Cash
2024-02-21,02:08:00,CNR5818370226,Success,583602,Auto,"Area 34","Area 18",13.1169,16.4926,0,,0,,0,,576,3.16,4.2,3.4,UPI
2024-02-21,22:38:00,CNR9079532955,"Cancelled By Driver",118977,"Prime Sedan","Area 21","Area 10",0,0,0,,1,"The customer was coughing/sick",0,,291,0,0,0,Cash
2024-02-23,01:36:00,CNR2448820536,Success,686993,Bike,"Area 9","Area 26",12.8164,15.1394,0,,0,,0,,164,15.29,4.4,3.7,UPI
2024-02-20,21:12:00,CNR8886119707,Success,544591,eBike,"Area 29","Area 36",11.4551,15.0048,0,,0,,0,,134,22.02,3.5,4.5,Cash
2024-02-19,22:45:00,CNR4329731468,Success,399017,"Prime SUV","Area 37","Area 27",9.11937,20.98,0,,0,,0,,928,20.02,3.4,3.3,Card
2024-02-06,05:29:00,CNR7310717624,Success,975490,Auto,"Area 49","Area 7",6.97694,7.36159,0,,0,,0,,135,4.51,4.9,3.8,UPI
2024-02-19,06:53:00,CNR1872692937,"Cancelled by Customer",301509,eBike,"Area 19","Area 45",0,0,1,"Wrong Address",0,,0,,181,0,0,0,Cash
2024-02-29,19:03:00,CNR3110069037,Success,786086,"Prime Sedan","Area 17","Area 6",13.6583,24.2949,0,,0,,0,,699,6.31,3.8,3.9,Card
2024-02-07,05:22:00,CNR2476060710,Success,157801,"Prime Plus","Area 41","Area 21",6.33298,14.2606,0,,0,,0,,359,17.22,3.7,4.4,UPI
2024-02-12,02:37:00,CNR8216969271,Success,991154,eBike,"Area 7","Area 15",6.38601,24.5938,0,,0,,0,,316,12.4,4.7,4.8,UPI
2024-02-27,16:52:00,CNR2570621976,Success,267634,Bike,"Area 48","Area 25",10.6765,18.8853,0,,0,,0,,669,20.8,4.1,4.1,Cash
2024-02-22,16:57:00,CNR5546529060,"Cancelled By Driver",259547,Bike,"Area 34","Area 42",0,0,0,,1,"More than permitted people in there",0,,336,0,0,0,Cash
2024-02-12,22:25:00,CNR8392580099,Success,511307,"Prime SUV","Area 17","Area 30",12.8926,6.92096,0,,0,,0,,370,14.54,3.1,5,UPI
2024-02-13,08:16:00,CNR7529031061,Success,317822,Auto,"Area 38","Area 23",13.8339,14.5088,0,,0,,0,,163,6.31,3,4.1,Card
2024-02-29,08:36:00,CNR7114225146,"Cancelled By Driver",485749,Auto,"Area 40","Area 19",0,0,0,,1,"Customer related issue",0,,151,0,0,0,UPI
2024-02-29,12:30:00,CNR5344586284,"Cancelled By Driver",260891,eBike,"Area 29","Area 4",0,0,0,,1,"Personal & Car related issues",0,,248,0,0,0,Card
2024-02-01,05:31:00,CNR1494887963,"Cancelled by Customer",284971,"Prime Plus","Area 16","Area 48",0,0,1,"Wrong Address",0,,0,,408,0,0,0,UPI
2024-02-25,02:04:00,CNR8279591953,"Cancelled by Customer",560911,Mini,"Area 29","Area 5",0,0,1,"Change of plans",0,,0,,118,0,0,0,Cash
2024-02-28,15:51:00,CNR5160187559,Success,943784,"Prime Plus","Area 22","Area 49",3.63582,15.3535,0,,0,,1,"Vehicle Breakdown",133,22.09,4.2,4,Cash
2024-02-25,14:37:00,CNR7740571802,Success,393219,"Prime Sedan","Area 10","Area 8",12.1255,7.24723,0,,0,,0,,291,18.39,3.5,3.9,UPI
2024-02-24,15:26:00,CNR1673521995,"Cancelled by Customer",230782,Mini,"Area 19","Area 11",0,0,1,"Driver asked to cancel",0,,0,,241,0,0,0,Card
2024-02-27,20:02:00,CNR3252577671,"Driver Not Found",435354,Auto,"Area 31","Area 28",0,0,0,,0,,0,,348,0,0,0,Cash
2024-02-05,20:17:00,CNR3884585967,Success,630373,Auto,"Area 43","Area 18",12.0637,21.6125,0,,0,,0,,334,9.08,3.3,3.2,Card
2024-02-24,13:13:00,CNR3182579166,"Cancelled By Driver",721480,eBike,"Area 11","Area 5",0,0,0,,1,"Personal & Car related issues",0,,291,0,0,0,Cash
2024-02-27,21:24:00,CNR8188597405,"Cancelled By Driver",129983,"Prime Sedan","Area 18","Area 46",0,0,0,,1,"Personal & Car related issues",0,,883,0,0,0,Cash
2024-02-25,17:08:00,CNR6793196577,Success,814087,"Prime Plus","Area 25","Area 21",14.4486,9.38187,0,,0,,0,,656,13.42,3.6,4.1,UPI
2024-02-22,13:28:00,CNR9535191881,Success,424698,"Prime SUV","Area 28","Area 28",3.6096,17.0264,0,,0,,0,,946,16.31,3.7,3,UPI
2024-02-13,22:42:00,CNR5670199345,Success,104516,eBike,"Area 34","Area 26",4.96192,6.7868,0,,0,,0,,455,13.37,3.1,4.5,UPI
2024-02-20,15:26:00,CNR7661139497,Success,630968,Bike,"Area 30","Area 46",11.804,8.90887,0,,0,,0,,429,22.65,4.9,4.9,Cash
2024-02-06,13:51:00,CNR5618860610,Success,900073,Mini,"Area 9","Area 16",14.9031,7.54307,0,,0,,0,,636,14.32,3.9,3.5,Card
2024-02-09,18:58:00,CNR9050706293,"Driver Not Found",918439,eBike,"Area 16","Area 24",0,0,0,,0,,0,,230,0,0,0,Card
2024-02-13,23:26:00,CNR9810255048,Success,296043,Auto,"Area 19","Area 6",13.7526,12.7359,0,,0,,0,,450,24.99,3.6,4.9,Cash
2024-02-01,15:02:00,CNR3048030098,"Cancelled By Driver",141456,"Prime Plus","Area 26","Area 49",0,0,0,,1,"The customer was coughing/sick",0,,215,0,0,0,Cash
2024-02-03,00:28:00,CNR5697896525,Success,216851,eBike,"Area 6","Area 4",6.3136,16.7691,0,,0,,0,,357,7.04,4.4,4.1,Cash
2024-02-16,08:06:00,CNR7059595394,"Driver Not Found",800883,Auto,"Area 16","Area 47",0,0,0,,0,,0,,206,0,0,0,Cash
2024-02-19,03:42:00,CNR7408820729,"Driver Not Found",989553,Bike,"Area 50","Area 43",0,0,0,,0,,0,,277,0,0,0,UPI
2024-02-27,23:56:00,CNR1932694321,Success,478430,"Prime SUV","Area 1","Area 27",6.25292,15.4405,0,,0,,0,,832,10.78,3.8,4.2,Cash
2024-02-13,12:03:00,CNR2391312970,"Cancelled By Driver",603386,Bike,"Area 40","Area 9",0,0,0,,1,"Customer related issue",0,,326,0,0,0,Cash
2024-02-20,13:08:00,CNR9726316425,"Cancelled By Driver",292636,"Prime Sedan","Area 33","Area 35",0,0,0,,1,"More than permitted people in there",0,,808,0,0,0,Card
2024-02-03,06:17:00,CNR2283932352,Success,289408,eBike,"Area 13","Area 32",6.03602,19.4873,0,,0,,0,,362,23.25,4,3.3,Cash
2024-02-26,10:55:00,CNR1177955908,Success,894419,"Prime Plus","Area 5","Area 9",12.0822,5.09719,0,,0,,0,,348,8.83,3.4,4.6,Cash
2024-02-11,06:16:00,CNR9271647833,Success,838507,"Prime SUV","Area 46","Area 9",12.62,21.4499,0,,0,,0,,405,4.78,4.9,3.4,Cash
2024-02-06,03:33:00,CNR3528776247,"Driver Not Found",723018,Auto,"Area 17","Area 42",0,0,0,,0,,0,,4185,0,0,0,Cash
2024-02-03,17:16:00,CNR9648468818,Success,295131,"Prime SUV","Area 19","Area 20",14.1094,24.9826,0,,0,,0,,147,24.75,4.1,4.5,Cash
2024-02-18,01:30:00,CNR9668708840,Success,199955,Bike,"Area 28","Area 18",6.44197,15.0097,0,,0,,0,,456,8.36,3.9,4.7,Cash
2024-02-01,20:38:00,CNR5503500880,Success,895909,Bike,"Area 14","Area 36",7.50533,13.8967,0,,0,,0,,414,7.61,4.1,3.4,Cash
2024-02-07,05:35:00,CNR1456205945,"Cancelled By Driver",938215,Bike,"Area 22","Area 8",0,0,0,,1,"Personal & Car related issues",0,,121,0,0,0,Cash
2024-02-08,00:25:00,CNR6936218163,Success,747740,"Prime Plus","Area 50","Area 8",12.6468,10.2486,0,,0,,0,,299,6.22,4.3,4.5,Card
2024-02-15,06:48:00,CNR5988827747,Success,133821,"Prime SUV","Area 11","Area 2",6.34617,15.7696,0,,0,,0,,369,22.03,4.8,4.5,Cash
2024-02-15,20:17:00,CNR2187460103,"Cancelled by Customer",878315,"Prime Sedan","Area 5","Area 18",0,0,1,"Wrong Address",0,,0,,826,0,0,0,Card
2024-02-21,02:28:00,CNR4245172928,"Cancelled By Driver",406900,"Prime Sedan","Area 50","Area 23",0,0,0,,1,"Customer related issue",0,,443,0,0,0,Card
2024-02-15,08:29:00,CNR4347865424,"Driver Not Found",644437,"Prime Plus","Area 27","Area 5",0,0,0,,0,,0,,980,0,0,0,UPI
2024-02-13,12:28:00,CNR6109621637,Success,365260,"Prime Plus","Area 33","Area 11",6.69648,18.3166,0,,0,,0,,650,10.81,3.1,4,Cash
2024-02-12,06:16:00,CNR4569095875,"Driver Not Found",134659,"Prime Plus","Area 13","Area 6",0,0,0,,0,,0,,896,0,0,0,Cash
2024-02-25,00:50:00,CNR6312214811,"Driver Not Found",379764,Auto,"Area 2","Area 20",0,0,0,,0,,0,,277,0,0,0,Card
2024-02-07,14:36:00,CNR1364316430,Success,780260,Auto,"Area 36","Area 29",13.0341,5.7176,0,,0,,0,,314,22.76,4.2,3.4,UPI
2024-02-23,05:01:00,CNR5431897966,"Cancelled By Driver",329583,Auto,"Area 6","Area 19",0,0,0,,1,"More than permitted people in there",0,,333,0,0,0,UPI
2024-02-14,17:08:00,CNR6888241096,Success,300764,"Prime SUV","Area 45","Area 6",14.3278,16.0443,0,,0,,0,,379,23.6,3.8,3.1,Cash
2024-02-28,19:33:00,CNR3841178688,Success,343486,"Prime SUV","Area 27","Area 35",8.81076,14.1958,0,,0,,0,,446,6.44,3.1,4.4,Cash
2024-02-12,14:34:00,CNR6544450960,"Cancelled By Driver",136553,"Prime Plus","Area 38","Area 44",0,0,0,,1,"The customer was coughing/sick",0,,308,0,0,0,Cash
2024-02-07,13:04:00,CNR4595510624,Success,949380,eBike,"Area 25","Area 50",5.02424,12.7837,0,,0,,0,,759,16.73,3.8,3.5,UPI
2024-02-18,15:07:00,CNR8732990437,Success,659801,"Prime Sedan","Area 15","Area 37",7.80929,16.9091,0,,0,,0,,541,11.06,4.7,3.2,UPI
2024-02-17,23:43:00,CNR3569882530,"Cancelled By Driver",279223,"Prime Sedan","Area 33","Area 4",0,0,0,,1,"The customer was coughing/sick",0,,198,0,0,0,UPI
2024-02-09,06:51:00,CNR1604108555,Success,339755,Auto,"Area 41","Area 2",5.63975,23.3093,0,,0,,0,,127,10.22,3.8,4.8,Card
2024-02-01,16:47:00,CNR4106663364,Success,406057,"Prime Plus","Area 11","Area 27",11.0438,8.97076,0,,0,,1,"Customer Demand",424,23.31,3.7,4.4,Cash
2024-02-22,14:44:00,CNR6582174301,"Cancelled by Customer",508707,Mini,"Area 22","Area 48",0,0,1,"AC is not working",0,,0,,331,0,0,0,UPI
2024-02-08,12:49:00,CNR4809906165,"Driver Not Found",753588,"Prime Plus","Area 46","Area 15",0,0,0,,0,,0,,126,0,0,0,Cash
2024-02-07,01:16:00,CNR2669996013,Success,390144,Auto,"Area 4","Area 14",9.17112,12.9634,0,,0,,0,,763,17.6,3.6,4.8,Card
2024-02-27,14:13:00,CNR1941401322,Success,786362,Auto,"Area 33","Area 19",10.3671,9.15072,0,,0,,0,,254,20.97,3,4.3,Card
2024-02-25,06:47:00,CNR5466374789,Success,821990,Auto,"Area 1","Area 2",9.54256,5.02598,0,,0,,0,,922,22.98,3.6,3.1,Cash
2024-02-05,22:39:00,CNR8000108040,Success,799945,"Prime SUV","Area 17","Area 18",10.3376,21.7183,0,,0,,0,,167,3.13,3.3,3.9,Cash
2024-02-27,08:03:00,CNR7485941354,Success,646787,eBike,"Area 19","Area 9",8.44481,23.9362,0,,0,,0,,493,14.76,3.6,4.1,UPI
2024-02-28,05:26:00,CNR9139341655,Success,853469,"Prime Plus","Area 27","Area 49",4.28202,6.2723,0,,0,,0,,652,14.47,4.3,3.4,Cash
2024-02-26,03:19:00,CNR2860805916,Success,560503,Auto,"Area 11","Area 34",11.4558,15.7061,0,,0,,0,,905,19.91,4.1,3.8,Cash
2024-02-08,08:29:00,CNR8459918473,"Driver Not Found",907049,"Prime Plus","Area 15","Area 26",0,0,0,,0,,0,,650,0,0,0,Card
2024-02-08,09:19:00,CNR4397078805,"Cancelled by Customer",213720,Auto,"Area 20","Area 18",0,0,1,"Change of plans",0,,0,,142,0,0,0,Cash
2024-02-04,20:14:00,CNR1247855582,Success,160059,Bike,"Area 21","Area 18",13.7593,21.9623,0,,0,,1,"Customer Demand",199,14.31,3.6,3.8,Cash
2024-02-02,02:02:00,CNR5081467091,Success,837120,Mini,"Area 17","Area 17",6.81657,22.2465,0,,0,,0,,396,8.54,3.1,5,Card
2024-02-11,22:56:00,CNR9833378866,Success,546654,"Prime SUV","Area 31","Area 5",12.1603,6.00141,0,,0,,0,,263,5.74,4.2,4.2,UPI
2024-02-03,13:25:00,CNR7203357672,Success,120955,Mini,"Area 45","Area 21",7.89141,24.855,0,,0,,0,,622,10.41,5,4,UPI
2024-02-12,14:50:00,CNR5804074181,Success,204129,eBike,"Area 38","Area 26",6.20053,21.4503,0,,0,,0,,966,14.15,3.3,3.2,Cash
2024-02-13,04:54:00,CNR9295457681,Success,400619,"Prime SUV","Area 13","Area 18",4.38707,14.0901,0,,0,,0,,813,6.05,3.8,3.7,Cash
2024-02-03,07:14:00,CNR3733045345,Success,202197,Bike,"Area 21","Area 1",11.3928,18.3776,0,,0,,0,,105,2.47,3.2,3.3,Card
2024-02-16,18:06:00,CNR1699400822,"Cancelled By Driver",914764,Mini,"Area 10","Area 3",0,0,0,,1,"Customer related issue",0,,351,0,0,0,Cash
2024-02-04,05:38:00,CNR4559300724,Success,573943,"Prime SUV","Area 49","Area 11",8.32118,20.5103,0,,0,,0,,216,11.28,3.5,3.2,UPI
2024-02-12,02:22:00,CNR4081821249,"Cancelled By Driver",181304,"Prime SUV","Area 42","Area 21",0,0,0,,1,"More than permitted people in there",0,,898,0,0,0,Cash
2024-02-17,16:42:00,CNR7634987036,"Cancelled by Customer",604449,eBike,"Area 33","Area 41",0,0,1,"Driver is not moving towards pickup location",0,,0,,656,0,0,0,Cash
2024-02-22,14:02:00,CNR1271265450,Success,515560,Mini,"Area 28","Area 5",14.1384,22.0238,0,,0,,1,"Customer Demand",846,24.7,4.7,3.6,Cash
2024-02-29,22:29:00,CNR8326401964,"Driver Not Found",482982,Mini,"Area 3","Area 30",0,0,0,,0,,0,,485,0,0,0,Cash
2024-02-22,23:10:00,CNR7497264489,Success,170828,Auto,"Area 7","Area 43",8.25033,17.0764,0,,0,,0,,330,5.38,3.8,3.9,Cash
2024-02-06,12:06:00,CNR1472641225,Success,397928,eBike,"Area 42","Area 35",8.15376,23.0916,0,,0,,0,,121,16.61,3.6,3.9,Cash
2024-02-12,08:53:00,CNR4065530231,Success,854920,Auto,"Area 5","Area 47",12.1074,17.4294,0,,0,,0,,4908,18.83,3.8,4.9,UPI
2024-02-16,23:19:00,CNR9288946236,Success,475548,eBike,"Area 41","Area 19",5.73044,23.1437,0,,0,,0,,435,14.95,5,4.8,Cash
2024-02-20,19:49:00,CNR5857681483,Success,188109,"Prime SUV","Area 42","Area 14",10.0822,22.1349,0,,0,,0,,1337,5.49,3.8,3.1,Card
2024-02-19,10:25:00,CNR7824187629,"Driver Not Found",716408,Mini,"Area 15","Area 50",0,0,0,,0,,0,,302,0,0,0,Card
2024-02-04,15:33:00,CNR3091641616,"Cancelled By Driver",204606,"Prime Plus","Area 32","Area 22",0,0,0,,1,"Personal & Car related issues",0,,4596,0,0,0,Card
